column_name,cat_value,count,ratio
tier_3,LAN AIRLINES,10.0,0.0
tier_3,Training Payment,10.0,0.0
tier_3,JETSTAR AIRWAYS,10.0,0.0
tier_3,PASSION AIR,10.0,0.0
tier_3,CITY LODGE HOTELS,10.0,0.0
tier_3,AUSTRIAN AIRLINES,9.0,0.0
tier_3,FARIFIELD INN,9.0,0.0
tier_3,NORWEGIAN,9.0,0.0
tier_3,SWISSAIR,9.0,0.0
tier_3,EXTENDED STAY,8.0,0.0
tier_3,AIR ASTANA,8.0,0.0
tier_3,ADVANTAGE RENT-A-CAR,8.0,0.0
tier_3,ICELANDAIR,8.0,0.0
tier_3,MARITIM HOTELS,7.0,0.0
tier_3,DISNEY RESORTS,7.0,0.0
tier_3,VARIG (BRAZIL),7.0,0.0
tier_3,ARIA,7.0,0.0
tier_3,ALL NIPPON AIRWAYS,7.0,0.0
tier_3,MANDARIN ORIENTAL HOTEL,7.0,0.0
tier_3,AUTOGRAPH,6.0,0.0
tier_3,HOMEWOOD SUITES,6.0,0.0
tier_3,GOLDEN TULIP HOTELS,6.0,0.0
tier_3,WYNN LAS VEGAS,6.0,0.0
tier_3,Account Switch offer,6.0,0.0
tier_3,WALDORF,6.0,0.0
tier_3,Benefits,6.0,0.0
tier_3,REGENT INTERNATIONAL HOTELS,6.0,0.0
tier_3,CARLTON HOTELS,5.0,0.0
tier_3,MIRAGE HOTEL AND CASION,5.0,0.0
tier_3,EMBASSY SUITES,5.0,0.0
tier_3,AMERICAN INTL RENT-A-CAR,5.0,0.0
tier_3,ADAMS MARK HOTELS,5.0,0.0
tier_3,MGM GRAND HOTEL,5.0,0.0
tier_3,ETIHAD AIRWAYS,5.0,0.0
tier_3,TACA INTERNATIONAL,5.0,0.0
tier_3,OMAN AIR,5.0,0.0
tier_3,TAROM,5.0,0.0
tier_3,PAKISTAN INTERNATIONAL,4.0,0.0
tier_3,CONCORDE HOTELS,4.0,0.0
tier_3,PROTEA HOTELS,4.0,0.0
tier_3,PARIS LAS VEGAS HOTEL,4.0,0.0
tier_3,MONTE CARLO HOTEL AND CASINO,4.0,0.0
tier_3,WELCOMGROUP HOTELS,4.0,0.0
tier_3,KOREAN AIRLINES,4.0,0.0
tier_3,LA QUINTA MOTOR INNS,4.0,0.0
tier_3,COSMOPOLITAN OF LAS VEGAS,4.0,0.0
tier_3,AEROLINEAS ARGENTINAS,4.0,0.0
tier_3,ALAMO RENT-A-CAR,4.0,0.0
tier_3,ALLSTAE RENT-A-CAR,4.0,0.0
tier_3,GAYLORD ORRYLAND,3.0,0.0
tier_3,WESTJET,3.0,0.0
tier_3,BILTMORE HOTEL AND SUITES,3.0,0.0
tier_3,HOTEIS OTHAN,3.0,0.0
tier_3,MANDALAY BAY RESORT,3.0,0.0
tier_3,CAESAR'S HOTEL AND CASINO,3.0,0.0
tier_3,CARIBBEAN AIRLINES,3.0,0.0
tier_3,STRATOSPHERE HOTEL AND CASINO,3.0,0.0
tier_3,EXALIBUR HOTEL AND CASINO,3.0,0.0
tier_3,SINGAPORE AIRLINES,3.0,0.0
tier_3,OMNI HOTELS,3.0,0.0
tier_3,UNI AIRWAYS,3.0,0.0
tier_3,THE VENETIAN RESORT HOTEL CASINO,2.0,0.0
tier_3,DAYS INN  DAYSTOP,2.0,0.0
tier_3,RESIDENCE INNS,2.0,0.0
tier_3,VDARA,2.0,0.0
tier_3,MICROTEL INNS & SUITES,2.0,0.0
tier_3,COUNTRY INN BY CARLSON,2.0,0.0
tier_3,BAHAMASAIR,2.0,0.0
tier_3,ROYAL HOTELS,2.0,0.0
tier_3,HARRAH'S HOTELS AND CASINOS,2.0,0.0
tier_3,SOKOS HOTELS,2.0,0.0
tier_3,Incapacity Benefit,2.0,0.0
tier_3,SPRINGHILLL SUITES,2.0,0.0
tier_3,LXR,2.0,0.0
tier_3,SOUTHERN SUN HOTELS,2.0,0.0
tier_3,DELTA HOTEL,2.0,0.0
tier_3,AIR CHINA,2.0,0.0
tier_3,ANSA INTL RENT-A-CAR,2.0,0.0
tier_3,CEBU PACIFIC AIRLINES,2.0,0.0
tier_3,FLAMINGO HOTELS,2.0,0.0
tier_3,SUN ROUTE HOTELS,2.0,0.0
tier_3,FORTE HOTELS,2.0,0.0
tier_3,TAJ HOTELS INTERNATIONAL,2.0,0.0
tier_3,ARABELLA HOTELS,1.0,0.0
tier_3,LOT (POLAND),1.0,0.0
tier_3,SANDMAN HOTELS,1.0,0.0
tier_3,IMPERIAL LONDON HOTEL,1.0,0.0
tier_3,IBEROTEL HOTELS,1.0,0.0
tier_3,QUALITY INNS  QUALITY SUITES,1.0,0.0
tier_3,Loan,1.0,0.0
tier_3,HARVEY/BRISTOL HOTELS,1.0,0.0
tier_3,CLUBCORP/CLUB RESORTS,1.0,0.0
tier_3,Government-Licensed Horse/Dog Racing,1.0,0.0
tier_3,FIRST HOSPITALITY HOTELS,1.0,0.0
tier_3,FONTAINEBLEAU RESORTS,1.0,0.0
tier_3,NEW YORK-NEW YORK HOTEL AND CASINO,1.0,0.0
tier_3,FORUM HOTELS,1.0,0.0
tier_3,TOWNPLACE SUITES,1.0,0.0
tier_3,ASIANA AIRLINES,1.0,0.0
tier_3,TAM AIRLINES,1.0,0.0
tier_3,STAYBRIDGE SUITES,1.0,0.0
tier_3,SONESTA HOTELS,1.0,0.0
tier_3,GOLDEN NUGGET,1.0,0.0
tier_3,SPIRIT AIRLINES,1.0,0.0
tier_3,CANDLEWOOD SUITES,1.0,0.0
tier_3,ELEMENT,1.0,0.0
transaction_type,POS,2.2625083E8,45.13
transaction_type,DPC,7.2170071E7,14.4
transaction_type,D/D,6.3623162E7,12.69
transaction_type,BAC,6.226745E7,12.42
transaction_type,CC,2.7719711E7,5.53
transaction_type,S/O,9769318.0,1.95
transaction_type,XXX,6261774.0,1.25
transaction_type,EBP,5747035.0,1.15
transaction_type,CHG TO,3594870.0,0.72
transaction_type,C/L  1,3404455.0,0.68
transaction_type,C/L  2,3018521.0,0.6
transaction_type,INT TO,1826779.0,0.36
transaction_type,C/L  3,1651521.0,0.33
transaction_type,U/D,1534132.0,0.31
transaction_type,POC,1267903.0,0.25
transaction_type,TRF,1224719.0,0.24
transaction_type,C/L,1012867.0,0.2
transaction_type,CHP,957994.0,0.19
transaction_type,C/L  4,898674.0,0.18
transaction_type,103,822255.0,0.16
transaction_type,CDM,754990.0,0.15
transaction_type,ITL,542316.0,0.11
transaction_type,MSC,539051.0,0.11
transaction_type,C/L  5,487419.0,0.1
transaction_type,IBP,459995.0,0.09
transaction_type,CHG,455651.0,0.09
transaction_type,STO,397791.0,0.08
transaction_type,GSD,334246.0,0.07
transaction_type,C/L  6,278933.0,0.06
transaction_type,202,225254.0,0.04
transaction_type,SBT,223610.0,0.04
transaction_type,TSU,201046.0,0.04
transaction_type,STF,186870.0,0.04
transaction_type,NDC,180420.0,0.04
transaction_type,C/L  7,169724.0,0.03
transaction_type,TFR,160844.0,0.03
transaction_type,BSP,144652.0,0.03
transaction_type,C/L  8,108140.0,0.02
transaction_type,BLN,84509.0,0.02
transaction_type,C/L  9,70078.0,0.01
transaction_type,UTF,48141.0,0.01
transaction_type,INT,40318.0,0.01
transaction_type,UDD,28377.0,0.01
transaction_type,CHK,24463.0,0.0
transaction_type,TFX,22727.0,0.0
transaction_type,SDR,20422.0,0.0
transaction_type,LST,16255.0,0.0
transaction_type,SAO,15917.0,0.0
transaction_type,SCR,12883.0,0.0
transaction_type,LON TO,12705.0,0.0
transaction_type,IAT,12197.0,0.0
transaction_type,TO,12196.0,0.0
transaction_type,BGC,6338.0,0.0
transaction_type,WSF,5075.0,0.0
transaction_type,200,3189.0,0.0
transaction_type,EDC,2817.0,0.0
transaction_type,PAY,2711.0,0.0
transaction_type,CAO,2700.0,0.0
transaction_type,COL,1309.0,0.0
transaction_type,100,1116.0,0.0
transaction_type,DCR,1045.0,0.0
transaction_type,SBC,1007.0,0.0
transaction_type,DDT,954.0,0.0
transaction_type,CST,935.0,0.0
transaction_type,WSM,874.0,0.0
transaction_type,ACI,871.0,0.0
transaction_type,LON,574.0,0.0
transaction_type,COM,532.0,0.0
transaction_type,EDC TO,452.0,0.0
transaction_type,D/C,298.0,0.0
transaction_type,SBT TO,295.0,0.0
transaction_type,LPC,294.0,0.0
transaction_type,TLR,197.0,0.0
transaction_type,PAC,80.0,0.0
transaction_type,IPO,40.0,0.0
transaction_type,#ST,40.0,0.0
transaction_type,SAC,20.0,0.0
transaction_type,CLR,20.0,0.0
transaction_type,GTE,12.0,0.0
transaction_type,SRF,6.0,0.0
transaction_type,TRV,6.0,0.0
transaction_type,IBP TO,5.0,0.0
transaction_type,TGT,4.0,0.0
transaction_type,SBT T,2.0,0.0
transaction_type,SRV,1.0,0.0
transaction_type,PMT,1.0,0.0
transaction_type,OLB,1.0,0.0
